"","keyword","committee","year_hearing","text","timestamp_start","timestamp_end","n"
"140","transgender","Floor","2023","civil rights movement of the lgbtq community marsha p. johnson say her name a black transgender activists who was a central figure in the stonewall uprising went on to co found the street transvestite action. revolution let me say that again street transvestites action revolutionaries or star that","00:14:16.689","00:14:18.390",77
"141","gender identity","Floor","2023","to protect the human rights of all of us and particularly the lgbtq plus community research has shown that one in five trans people are denied housing applications. and one in ten are a victim because of their gender identity despite the supreme court's recent rulings in employment law many workers and","00:14:59.164","00:15:01.967",77
"142","transgender","Floor","2023","school in the gym diversity and inclusion committee- many. and on that committee just a few weeks ago we dealt with- anti lgbtq hate- just because we wanted celebrate pride week which is what we do every year and just because we honor transgender day of visibility which is what we do every year.","00:29:07.212","00:29:09.047",77
"143","transgender","Floor","2023","friends who happen to be transgender who happened to be lgbt q. and every other. parents that has had to deal with this it's unfortunate. and i stand very close in solidarity with my colleagues here because i feel their pain as a strong ally i see this every single day in my community back home in long","00:29:52.023","00:29:53.892",77
"144","transgender","Floor","2023","lesbian gay bisexual transgender and queer pride month. center eggman floor's yours thank you very much madam president members today i rise on behalf of the l. g. b. t. caucus present a senate resolution thirty three- to celebrate and commemorate pride month- pride month was first started people","00:09:36.676","00:09:39.045",77
"145","transgender","Floor","2023","that became the catalyst for the civil rights movement of the lgbtq community marsha p. johnson say her name a black transgender activists who was a central figure in the stonewall uprising went on to co found the street transvestite action. revolution let me say that again street transvestites action","00:14:14.486","00:14:16.622",77
"146","gender identity","Floor","2023","more work that needs to be done to protect the human rights of all of us and particularly the lgbtq plus community research has shown that one in five trans people are denied housing applications. and one in ten are a victim because of their gender identity despite the supreme court's recent rulings in","00:14:57.196","00:14:59.098",77
"147","transgender","Floor","2023","might aye my child's local school in the gym diversity and inclusion committee- many. and on that committee just a few weeks ago we dealt with- anti lgbtq hate- just because we wanted celebrate pride week which is what we do every year and just because we honor transgender day of visibility","00:29:05.176","00:29:07.145",77
"148","transgender","Floor","2023","dodd division against his friends who happen to be transgender who happened to be lgbt q. and every other. parents that has had to deal with this it's unfortunate. and i stand very close in solidarity with my colleagues here because i feel their pain as a strong ally i see this every single day in my","00:29:51.122","00:29:51.956",77
"149","transgender","Floor","2023","openly transgender man elected to public office in california- let's congratulate adam spec. senator menjivar thank you ma'am president. here to honor my honor read kevin out but it's pronounced he him and he actually stood with me on friday in the counter protests as well kevin is currently the president","01:04:48.384","01:04:50.987",77
"150","gender identity","Floor","2023","in athletics and employment and straightening protections from gender based harassment and violence. at the western nation based on sex gender identity sexual orientation parenthood and pregnancy i'm without title nine we wouldn't have the number one women's soccer team in the world we're actually going to","00:11:41.200","00:11:43.335",77
"151","gender identity","Floor","2023","zealand which i'll be able to watch a couple of their games are very excited to root them on. this you know guaranteed that doesn't solely apply to women it protects everyone from sex based discrimination regardless of real perceived sex gender identity or gender expression without i","00:12:01.887","00:12:02.588",77
"152","woke","Floor","2023","be affected and that's that is the nexus in terms of the timing . centerville anything further- comment if i may. um i no longer feel like rip van winkle. i've i've woken up. and i have smelled the legislative process. it is now in- the famous words of that- famous baseball player philosopher- it's deja vu all","00:41:31.922","00:41:35.626",77
"153","gender identity","Floor","2023","faceted impacting gender equity in athletics and employment and straightening protections from gender based harassment and violence. at the western nation based on sex gender identity sexual orientation parenthood and pregnancy i'm without title nine we wouldn't have the number one women's soccer team in the","00:11:39.498","00:11:41.133",77
"154","gender identity","Floor","2023","the world cup next. month in new zealand which i'll be able to watch a couple of their games are very excited to root them on. this you know guaranteed that doesn't solely apply to women it protects everyone from sex based discrimination regardless of real perceived sex gender identity or gender","00:11:58.117","00:12:01.821",77
"155","woke","Floor","2023","budgets or this budget that can be affected and that's that is the nexus in terms of the timing . centerville anything further- comment if i may. um i no longer feel like rip van winkle. i've i've woken up. and i have smelled the legislative process. it is now in- the famous words of that- famous baseball player","00:41:28.619","00:41:31.856",77
"156","transgender","Floor","2023","youth are much more likely to be unsheltered than adult homeless , youth or adult homeless people and our black, latino and lgbtq youth are also disproportionately impacted. in fact, about 40% of homeless youth identify as lesbian gay, bisexual, transgender queer. the legislature has taken important","00:42:20.671","00:42:22.106",77
"157","transgender","Floor","2023","course of a year. are homeless youth are much more likely to be unsheltered than adult homeless , youth or adult homeless people and our black, latino and lgbtq youth are also disproportionately impacted. in fact, about 40% of homeless youth identify as lesbian gay, bisexual, transgender queer. the","00:42:19.169","00:42:20.604",77
"158","transgender","Floor","2023","restricting access to bathrooms , disproportionately impacts transgender and gender nonconforming individuals, women and parents and character. caretakers of differently. gendered dependence. compliance with the law is a matter of changing the sign on the restroom door. unfortunately not","02:00:46.639","02:00:47.607",77
"159","woke","Floor","2023",". i respectfully ask for an i vote. thank you, senator ashby. seeing no mix up. this is eligible for unanimous roll call . any objections seeing none. eyes 38 nos. zero. i hope i woke everybody up because you seem a little lethargic and our next four bills are going to be presented by senator glaser, who","02:27:33.377","02:27:35.813",77
"160","transgender","Floor","2023","available to everyone. restricting access to bathrooms , disproportionately impacts transgender and gender nonconforming individuals, women and parents and character. caretakers of differently. gendered dependence. compliance with the law is a matter of changing the sign on the","02:00:45.171","02:00:46.572",77
"161","woke","Floor","2023","votes and has bipartisan support . i respectfully ask for an i vote. thank you, senator ashby. seeing no mix up. this is eligible for unanimous roll call . any objections seeing none. eyes 38 nos. zero. i hope i woke everybody up because you seem a little lethargic and our next four bills are going to be","02:27:31.342","02:27:33.311",77
"162","gender identity","Floor","2023","good faith against their abusers are a form of protected speech. maybe 9 33 also expands protections to include cyber sexual bullying. to protect students and our young folks who far too often experienced this form of sexual abuse. a sexual assault happens to people of every gender identity. every","00:23:19.531","00:23:20.899",77
"163","transgender","Floor","2023","identifies as transgender who is questioning their gender identity. and among those children. there is a unique situation. that situation is where they're subjected to all sorts of societal pressure and oppression. to bullying. so all sorts of other issues that would impact the child's health,","02:02:31.043","02:02:34.080",77
"164","transgender","Floor","2023","what? this bill does this bill says. in those rare circumstances, those rare circumstances where a child is transgender or is questioning their gender identity. that the court must take that into consideration as well. and i'll read from the bill permission to read and read from the bill.","02:02:53.099","02:02:58.804",77
"165","transgender","Floor","2023","but in every case must promote the child's overall health. and well being. it is. indisputable. that those who are transgender and that small community that there is an increase. in for example, reports of psychological abuse. 73% of transgender students report psychological abuse. 39 percent","02:03:45.818","02:03:50.990",77
"166","transgender","Floor","2023","trans gender students have attempted suicide 35% of transgender students attempted suicide in the last year, so it only stands to reason. the court is considering the multitude of factors as to where that child's health welfare safety. development. can best be afforded that among those","02:04:13.279","02:04:16.348",77
"167","gender identity","Floor","2023","health and safety of the welfare of a child be as used in this paragraph. the health and safety of the welfare of a child includes, among other comprehensive factors, parents affirmation of a child's gender identity. gender expression, affirmation and includes a range of things unique to that child.","02:05:20.312","02:05:22.648",77
"168","gender identity","Floor","2023","author, um, and have seen myself as an advocate for all kids. um regardless of their gender identity. this bill i struggle with because i want to lean towards the science, not the politics of this issue. and when i. depend on science. i look at the american academy of pediatrics and i question when","02:19:08.773","02:19:10.809",77
"169","gender identity","Floor","2023","that cognitive ability to understand gender identity, whether they defy as one or the other or none? and there is a science that states that it is between that 2 to 3 year mark and sometimes up to six or seven, depending on socialization. uh depending on upbringing, you know, certainly","02:19:32.363","02:19:34.499",77
"170","transgender","Floor","2023","of the child. and in terms of the science. i think the sciences is actually quite clear . the science is quite clear that trains, young people. i mentioned a few statistics before. um but let me let me underline a couple um, by the way, 27% of transgender students report feeling unsafe going to","02:30:42.867","02:30:47.204",77
"171","transgender","Floor","2023","file item 1 85. senator padilla is ready. please read. something built to 23 by assemblymember's ward and act relating to vital records. senator padilla. the floor is yours. thank you, madam president. i'm happy to rise today on behalf of assemblymember's war to present 2 to 3. the transgender youth","02:33:33.037","02:33:35.306",77
"172","gender identity","Floor","2023","requires public records related to the petition for a change of gender and sex, identify or be kept confidential. as you know, california law already provides this opportunity to persons to change their vital records to match their gender identity. the petition, however, and the resulting paperwork are as of","02:33:52.590","02:33:54.458",77
"173","transgender","Floor","2023","bullying and online harassment. according to the trevor project , transgender and non binary youth are twice as likely to experience depressive symptoms. seriously consider suicide attempts. suicide. compared to their cyst. gender lgbtq piers. this is ultimately a bill about the safety and privacy of our","02:34:36.333","02:34:38.469",77
"174","transgender","Floor","2023","act relating to public health. the floor is yours. thank you, madam president, colleagues and rising up for a b 14 87 87 on behalf of assemblymember's santiago, which would establish the first ever fund of transgender john. apologize which would establish the transgender gender nonconforming","03:11:32.547","03:11:34.683",77
"175","transgender","Floor","2023","this fund upon appropriation would have provided grants to re entry programs that address the challenges t g i people face upon being released from incarceration as neighboring states proposed laws that would limit transgender people's rights or stateless, straining laws to protect the t g. i","03:11:49.331","03:11:51.466",77
"176","transgender","Floor","2023","occasions. there's a child who identifies as transgender who is questioning their gender identity. and among those children. there is a unique situation. that situation is where they're subjected to all sorts of societal pressure and oppression. to bullying. so all sorts of other issues that would","02:02:30.509","02:02:30.976",77
"177","transgender","Floor","2023","welfare and development. and so what? this bill does this bill says. in those rare circumstances, those rare circumstances where a child is transgender or is questioning their gender identity. that the court must take that into consideration as well. and i'll read from the bill permission to","02:02:52.531","02:02:53.032",77
"178","transgender","Floor","2023","will be unique for each child but in every case must promote the child's overall health. and well being. it is. indisputable. that those who are transgender and that small community that there is an increase. in for example, reports of psychological abuse. 73% of transgender students report","02:03:42.948","02:03:45.751",77
"179","transgender","Floor","2023","report physical abuse. 35% of trans gender students have attempted suicide 35% of transgender students attempted suicide in the last year, so it only stands to reason. the court is considering the multitude of factors as to where that child's health welfare safety. development. can best be","02:04:11.911","02:04:13.212",77
"180","gender identity","Floor","2023","subsection one a. it says the health and safety of the welfare of a child be as used in this paragraph. the health and safety of the welfare of a child includes, among other comprehensive factors, parents affirmation of a child's gender identity. gender expression, affirmation and includes a range","02:05:18.210","02:05:20.246",77
"181","transgender","Floor","2023","transgenderism. this is about the family unit. this is about parents this about parents being responsible until they're those kids are 18 years old. and then there's still responsible for providing input. we cannot replace parents with legislators, especially. when legislators have never been","02:14:40.572","02:14:44.676",77
"182","gender identity","Floor","2023","a lot of um, respect for the author, um, and have seen myself as an advocate for all kids. um regardless of their gender identity. this bill i struggle with because i want to lean towards the science, not the politics of this issue. and when i. depend on science. i look at the american academy of","02:19:06.805","02:19:08.707",77
"183","gender identity","Floor","2023","does the child have that ability that cognitive ability to understand gender identity, whether they defy as one or the other or none? and there is a science that states that it is between that 2 to 3 year mark and sometimes up to six or seven, depending on socialization. uh depending on","02:19:31.296","02:19:32.297",77
"184","transgender","Floor","2023","the health, welfare and safety of the child. and in terms of the science. i think the sciences is actually quite clear . the science is quite clear that trains, young people. i mentioned a few statistics before. um but let me let me underline a couple um, by the way, 27% of transgender students","02:30:41.766","02:30:42.800",77
"185","gender identity","Floor","2023","privacy act. maybe 2 to 3 requires public records related to the petition for a change of gender and sex, identify or be kept confidential. as you know, california law already provides this opportunity to persons to change their vital records to match their gender identity. the petition, however, and the","02:33:50.754","02:33:52.523",77
"186","transgender","Floor","2023",". when this leads many times to bullying and online harassment. according to the trevor project , transgender and non binary youth are twice as likely to experience depressive symptoms. seriously consider suicide attempts. suicide. compared to their cyst. gender lgbtq piers. this is ultimately a bill about","02:34:34.064","02:34:36.266",77
"187","transgender","Floor","2023","transgender youth. this bill makes no changes to the actual petition process an existing statute to make name or gender change processes. it does not change parental or familiar access during the project process that is laid out in current law. it's simply ensures that any resulting paperwork","02:34:54.018","02:34:55.653",77
"188","transgender","Floor","2023","assemblymember's santiago and act relating to public health. the floor is yours. thank you, madam president, colleagues and rising up for a b 14 87 87 on behalf of assemblymember's santiago, which would establish the first ever fund of transgender john. apologize which would establish the","03:11:30.846","03:11:32.480",77
"189","transgender","Floor","2023","and intersects reentry fund. this fund upon appropriation would have provided grants to re entry programs that address the challenges t g i people face upon being released from incarceration as neighboring states proposed laws that would limit transgender people's rights or stateless, straining","03:11:47.395","03:11:49.264",77
"190","gender identity","Floor","2023","or gender identity. even its parents, and especially young people have shown great interest in having access to information on these topics in 2022, 17 states passed laws limiting how instructors can discuss issues of race, gender and other divisive concepts in the classroom as they should.","02:07:07.619","02:07:09.321",77
"191","transgender","Floor","2023","transgender disparities reduction act to require additional state entities to collect voluntary self identification information pertaining to sexual orientation and gender identity in 2015, the u. s transgender survey issued the largest survey examining the experiences of transgender","05:13:48.376","05:13:51.279",77
"192","transgender","Floor","2023","survey found that 33% of transgender people seeking healthcare services reported having negative experiences, including refusal of treatments, verbal harassment and physical assault. that all stemmed from being mis gendered agenda ring of members of the lgbtq plus community has prevented them","05:14:10.097","05:14:11.332",77
"193","transgender","Floor","2023","an individual's affirm name. the csu and uc systems can eliminate systemic dead naming of transgender and non binary students and faculty. i respectfully ask or your iphone. thank you, senator. media discussion members on this item. i see no microphones up clerk. please call the roll one time,","03:38:18.985","03:38:20.587",77
"194","transgender","Floor","2023","identification cards to reflect an individual's affirm name. the csu and uc systems can eliminate systemic dead naming of transgender and non binary students and faculty. i respectfully ask or your iphone. thank you, senator. media discussion members on this item. i see no microphones up clerk.","03:38:16.750","03:38:18.919",77
"195","gender identity","Floor","2023","back on concurrence. this bill strengthens protections for our most vulnerable youth by ensuring they are not placed in hostile anti lgbtq homes. some of amendments made technical and cost saving changes require caregiving training that is affirmative of sexual orientation, gender identity,","05:52:49.381","05:52:51.817",77
"196","woke","Floor","2024","and i think that we can all agree that this storm is the top of mind for each and every one of us. hundreds of thousands of californians woke up without power this morning. knocked out do the hurricane force winds. certainly california waterways are over their banks done dangerous mud side conditions","00:52:58.775","00:53:00.477",64
"197","woke","Floor","2024","say are to i. skinner. i small quavers. i stern høi umberg. aye, wahab. weiner. i woke aye. on a vote of 38 to 0. the resolution is adopted. members we're going to pause in a third reading and move back to privileges of the floor for purposes of introduction. i'll turn the microphone back to","00:11:18.944","00:11:19.979",64
"198","transgender","Floor","2024","atkins. secretary. please read senate resolution 70 by senator atkins relative to transgender day of visibility. senator atkins. thank you, mr president. colleagues are rod today to present s¼ r 70, which celebrates transgender week of visibility in the capitol and proclaiming march 31st as","00:15:35.801","00:15:39.238",64
"199","transgender","Floor","2024","commemorated each year, the international transgender day of visibility encompasses an expansive community of people who identify as two spirit, transgender, gender, non conforming or non binary or intersex. uh, if you're keeping track of the initials that would be two s¼ tð g  n. i èc and","00:15:59.191","00:16:01.760",64
"200","transgender","Floor","2024","and our community as well as our allies, honor the transgender day of remembrance, which is a painful day, where we memorialize our trans siblings we've lost due to trans hate and gender violence. it's critically important that we also commemorate transgender day of visibility to celebrate our two","00:16:20.379","00:16:22.815",64
"201","transgender","Floor","2024","joy with hope and with support. the california legislative l gb tð q caucus reaffirms its unwavering support to our two spirit, transgender gender, non conforming non-binary and intersex siblings. our community is united in our pursuit for equity and equality for all people. our caucus is proud to","00:16:43.302","00:16:45.371",64
"202","transgender","Floor","2024","members. thank you, senator atkins. i see microphones up from senator padilla and wiener. senator padilla. the floor is yours. thank you, mr president. members i rise today on behalf of the latino caucus in support of s¼ r 70 to celebrate our transgender siblings and transgender day and week of","00:17:43.495","00:17:46.932",64
"203","transgender","Floor","2024","transgender latina community throughout the nation, or the story of adela vasquez, a cuban transgender hì. i væ a i dð s¼ activist. work supporting transwomen battling aids. has been instrumental in san francisco since the early 19 eighties. there are so many stories of community and","00:18:26.839","00:18:28.340",64
"204","transgender","Floor","2024","the jewish tradition, there's a rich history of transgender recognition. uh, jewish legalistic tradition recognizes six genders and the fluidity among them. tom and kabbalistic study, identify important figures within our faith as living their lives in ways. that might be considered trans or","00:21:44.703","00:21:47.606",64
"205","transgender","Floor","2024","trans community. i'm proud of our jewish community. uh and i am proud to vote i on s¼ r 70. thank you, senator weiner, senator bradford. thank you, mr president. his vice chair of the california legislative black caucus. i support s¼ r 70 recognizing march 31st 2024 as transgender day of visibility,","00:25:17.115","00:25:18.617",64
"206","transgender","Floor","2024","transgender week of visibility, it is important to acknowledge that members of the trans gender community have overcome many obstacles and challenges to build a place for themselves. these obstacles include mental and physical harassment, discrimination and attacks on their very identity, black,","00:25:37.802","00:25:40.272",64
"207","transgender","Floor","2024",", in particular experience, a unique set of challenges because of the intersection between their race and their gender identity. 77% of black, trans transgender and non binary youth suffer discrimination based on their gender, gender identity. 40% of them have been physically threatened or harmed because of","00:26:04.029","00:26:04.963",64
"208","transgender","Floor","2024","for hate. there's nó room for the persecution of individuals who are transgender or jewish or white or black or asian. there's nó room for that, um, in the state of california, and i think that you know, um takes me back to a little, uh, song when i was in bible school, you know, it's like in yellow, black and white.","00:37:02.453","00:37:04.455",64
"209","transgender","Floor","2024","and when you think about just treating people with decency and respect, but i do think that the language in the resolution does take it further than it did last year. when you look at transgenderism and you have to think about our biological girls that are competing against biological males. they're also","00:37:19.270","00:37:20.805",64
"210","transgender","Floor","2024","think there's any room for hate. i don't think there's any room for accusations or fear and all of those things. i think there should be a safe space but there for transgender, uh, individuals who are go who are choosing that or or or in in some cases by my colleagues, definitions designed by that, but i just want to say","00:38:00.611","00:38:01.879",64
"211","transgender","Floor","2024","a response. uh, particularly about transgender kids, uh, who simply want to play sports? something that kids want to do, uh, and are being told by politicians. nó you're not allowed, uh to play, uh, sports. uh we need to be very clear that the narrative that's being painted around trans kids","00:39:08.646","00:39:10.214",64
"212","transgender","Floor","2024","that's how she presented. and, um you know, at that time my sister and i finally realized there was something a little different about her. and today what i would say and what we realized is that she was likely transgender. 50 years ago. what courage that must have taken and it bore out. it was true. i","00:47:25.442","00:47:26.944",64
"213","woke","Floor","2024","minar. by men. by newman. i win. høi nilo. i patrol boat. høi pad. i bent dino. i wrote høi rubio. èc r two. høi skinner. aye, small cuevas. i start. humberg aye, wahab. aye, weiner. i woke høi please call the absent members. alan blakespear rubio. høi i 37 nó zero. the resolution is adopted. members.","00:41:15.973","00:41:17.741",64
"214","woke","Floor","2024","nilo. by obo. i wouldn't you know. aye, rod. høi rubio. i say art to i. skinner. høi small cuevas. ay stern høi hamberg wahhab. aye, wiener. aye woke. aye. iy 34 nos. zero. the resolution is adopted. now members. it's time for committee announcements. are there any committee announcements at this","00:19:25.397","00:19:30.002",64
"215","gender identity","Floor","2024","bill 1150 will update the title of chapter seven of decision six of the family code to ensure people, regardless of gender identity, can restore their former surname following a divorce. the chapters language was updated nearly 30 years ago to contain gender specific neutral language, but the","00:23:29.307","00:23:31.810",64
"216","woke","Floor","2024","in honoring leah . sen. wiener. thank you, mr. president. colleagues our next honoree unfortunately woke up ill this morning. so she is here in spirit, and she is truly a force. and so we miss her. doctor anita friedman is widely acclaimed for her expertise on","00:48:42.619","00:48:45.155",64
"217","woke","Floor","2024","losses that are blessings. awaken us to the wounds that are openings. awaken us to the weaknesses that are sources of your strength. wake us from the stupor of busyness. the days of desire nhà and keep us woke to witness your drawing near to behold your presence even in these ordinary moments, these","00:02:37.657","00:02:40.727",64
"218","woke","Floor","2024","i woke. no members. i've been informed that we do have a full house now, so we're going to go through the roll one more time. secretary, please call the absent members. allen. eggman i grove.","00:10:08.374","00:10:09.175",64
"219","woke","Floor","2024","i ponceno. i brought. i rubio, i sato. miss skinner. i smiled. was i stern? i umberg. i wahhab. i wiener i awoke i. please call the absent members.","00:22:35.053","00:22:35.620",64
"220","woke","Floor","2024","i. rubio. serato. no. skinner. a small crevice, a stern i ummat. wahab. a winner. i woke i.","00:41:20.811","00:41:22.179",64
"221","gender identity","Floor","2024","sometimes repeatedly, to require the california department of public health to collect health data around based on sexual orientation and gender identity. for anyone who accesses the health","02:47:44.187","02:47:45.889",64
"222","gender identity","Floor","2024","orientation and gender identity. and so we don't have that data. and we know based on other data that we have, that we believe that there are some significant health disparities impacting lgbtq people, but we don't have that coming","02:48:31.201","02:48:32.035",64
"223","woke","Floor","2024","i woke. no. please call the absent members. alan eggman i. mcguire. skinner, i. on a vote of 30 to 8. the measure passes. members. we're going to lift the call on","02:50:47.870","02:50:48.705",64
"224","woke","Floor","2024","i wiener, i woke. please call the absent members. alan. men. stone. worlk now. on a vote of 29 to 8. the measure passes. we're going to move next to file item 140.","03:57:09.315","03:57:11.016",64
"225","woke","Floor","2024","i win. no nilo. no aquebogue. peddur. i portantino. i roth i rubio i sato no skinner i small cuevas i stern i umberg i wahab i wiener. i woke i.","04:07:49.354","04:07:50.822",64
"226","woke","Floor","2024","i wahab. a wiener. i woke? no. please call the absent members. alan roda-gil. when? no. on a vote of 30 to 8. the measure passes.","04:45:58.875","04:45:59.041",64
"227","woke","Floor","2024","no akobo. no badillo i portantino. i rod i rubio i cierto no. skinner. a small crevice i stern i ummer, i wahab. by wiener. i woke no. on a vote of 31 to 8. the measure passes.","04:49:37.259","04:49:39.295",64
"228","woke","Floor","2024","skinner. i smiled cuevas i stern i umberg i wahab i wiener. i woke. secretary, please call the absent members. alan wilk. work now. eyebrow to guild eye to no. ayes 30, noes nine.","04:52:46.615","04:52:48.183",64
"229","woke","Floor","2024","peddur i portantino. rod. i rubio i cierto no. skinner. i smiled as i stern i umberg. i wahab. i wiener. i woke? no. senator gonzalez.","05:16:09.750","05:16:11.519",64
"230","woke","Floor","2024","cuevas i stern i umber i wahab i weiner. i woke. secretary, please call the absent members. alan. dolly. done. i. when?","05:22:18.786","05:22:19.553",64
"231","woke","Floor","2024","i portentino. i roth. i rubio. i sato. skinner, i smiled quavers. i stern i ummer. i wahab. i. winner. i woke?","05:25:28.742","05:25:29.476",64
"232","woke","Floor","2024","nilo. sato. woke a. lot. a vote of 35 to 0. the measure passes. we'll move next to file item 157. this is senate bill 1188 by senator laird.","06:35:07.183","06:35:07.884",64
"233","woke","Floor","2024","stern i. hamburg, i. wahhab i. wiener i woke. no. please call the absent members. alan dawley. no. grove now. mcguire smiled.","07:04:34.282","07:04:35.616",64
"234","woke","Floor","2024","padilla i portantino i roth. hi rubio. i cierto know skinner. i smiled wavers. stern. i umberg. i will have. a wiener. i woke? no.","07:10:43.817","07:10:45.319",64
"235","woke","Floor","2024","i wiener, i woke. no. senator rivera moves, moves the call. next up, members. in the following order, we'll be taking up file item 137150 and 151. senator lamone. she's prepared.","07:40:41.213","07:40:42.514",64
"236","woke","Floor","2024","no, skinner. small cuevas i stern i umberg i wahab. i wiener, i woke. no. please call the absent members. alan. glaser. maguire, i mean, i. skinner.","07:45:39.745","07:45:40.212",64
"237","woke","Floor","2024","no nilo. no okobo, no pidio. i portantino. i roth. i rubio i cierto no skinner i small cuevas i stern. i umberg. i wahab. i wiener. i woke?","07:49:04.850","07:49:05.517",64
"238","woke","Floor","2024","hi, rubio. let's say. no. skinner. i smiled cuevas a stern. by hamburg. i. wahab. i wiener. i woke.","08:25:07.043","08:25:07.777",64
"239","transgender","Floor","2024","senator eggman. relative to lesbian, gay, bisexual, transgender and queer plus pride month. senator eggman, thank you very much, madam president. i rise on behalf of the lgbtq caucus to celebrate gay pride month. happy pride everybody, i've realized my staff didn't provide me talking points, but","00:12:25.678","00:12:29.081",64
"240","transgender","Floor","2024","profoundly understand. as black people have historically fought on the front lines of the civil rights movement to defend the rights of all and including and particularly so, the lgbtq plus citizens, blacks, transgender activists like marsha p johnson and miss major griffin-gracy, both central figures of the","00:15:45.577","00:15:48.347",64
"241","transgender","Floor","2024","individuals still lack protections for fundamental rights and dignity in hospitals, schools, public accommodations, and other spaces. we also continue to witness the tragic spike in violence against transgender women of color, lgbt c¯ youth who are at disproportionate risk of","00:27:13.932","00:27:17.135",64
"242","biological sex","Floor","2024","concerns about the integration of opposite biological sexes in locker rooms and bathrooms, especially for minors in junior high and high school. additionally, attempts to diminish parental rights and involvement in their children's lives, particularly decisions regarding minors in our schools","00:36:27.285","00:36:28.519",64
"243","transgender","Floor","2024","next up, we have sir lady java accepted by hillary sahar, activist and entertainer. lady java, a pioneering transgender entertainer and activist, broke barriers in the 1960s and 70s by challenging discriminatory laws and practices in los angeles. her courageous efforts against unjust regulations significantly","01:01:45.568","01:01:48.471",64
"244","woke","Floor","2024","bay area. i grew up listening to her on kmel and she woke the bery up on kiss 98 one for years with her top rated renel in the morning show. over the decades, her voice became an iconic part of baseball and she is rightfully been showered with accolades throughout her career, including being inducted into","00:16:05.898","00:16:08.267",64
"245","transgender","Floor","2024","cared. and the school did not call up their parents. the parents already kind of knew they may have not had the conversation, but their parents knew. but we're talking about what we're talking about today. there was there is no a lot of not transgenderism back then, but what we're talking about","01:22:50.565","01:22:52.701",64
"246","biological sex","Floor","2024","going to talk about going back to the school boards. what prompted this legislation today? here school boards have been passing policies that inform parents when their minor student is asking me to publicly be treated as a different gender than their biological sex. that is when the student is asking","01:49:37.771","01:49:38.972",64
"247","transgender","Floor","2024","transgender, but there is when the student asks that the school use pronouns or a name or permit him to use facilities for the opposite or change his records simply. once a student requests a school to participate in his social transition, that is when parents need to be notified. it sounds like the student is","01:52:11.124","01:52:12.258",64
"248","gender identity","Floor","2024","federal constitutional and statutory law as it is medically unwise. the judge also confirmed that no authority exists, conferring upon children a privacy right in their gender identity as against their own parents. quote. concerning the california state constitutional right to privacy for minors and","01:53:12.152","01:53:13.086",64
"249","transgender","Floor","2024","erica anderson, a trans identified man and psychologist who practice at ucsf's gender clinic and is the former president of the us professional association of transgender health, filed a declaration in a couple of california cases. doctor anderson states that parent involvement is necessary,","01:56:42.962","01:56:45.365",64
"250","transgender","Floor","2024","be best for their child, and creates unnecessary tension in the parent child relationship. nor is facilitate a double life for some children in which they present as transgender. in some contexts, but cisgender in other contexts. in in their best interest, no professional medical association that i'm","01:57:54.333","01:57:56.536",64
"251","gender identity","Floor","2024","of suicide. have attempted suicide attempts. have happened to children. i can assure that regardless of how parents feel about their child's gender identity, sexual orientation, parents will always step up and love their child. maybe not always, but the majority. the majority of parents would. i'm","01:59:12.645","01:59:16.082",64
"252","transgender","Floor","2024","guardians, families of lesbian, gay, bisexual, transgender, queer and questioning lgbtq pupils and strategies to increase support for lgbtq pupils and thereby remove overall school community. improve overall school community climate. the resources shall be designed and used to the school","02:01:33.586","02:01:35.287",64
"253","transgender","Floor","2024","take a minute to celebrate black queer joy and excellence. just last week, this body had the honor of recognizing and celebrating an incredible black trans trailblazer in sir lady java, a pioneering transgender entertainer, entertainer and activist who broke barriers in the 1960s and 1970s by","00:38:52.296","00:38:55.199",64
"254","transgender","Floor","2024","and practices in los angeles. her courageous efforts against unjust regulations significantly advanced transgender rights and continue to inspire the lgbtq plus community. today however, lgbtq plus black americans are also the most vulnerable and unprotected members of our community. as many of us know,","00:39:18.956","00:39:19.990",64
"255","gender identity","Floor","2024","currently, the designation of housing vacancies as male and female creates barriers for individuals, siblings, and co-parenting youth who wish to live together but do not share the same gender identity. ab two 802 would allow foster youth in transitional housing to share rooms with roommates, siblings","03:22:14.622","03:22:16.924",64
"256","gender identity","Floor","2024","the same gender identity with the approval of the provider, and on a case by case basis. i respectfully ask for your vote members. any discussion on this measure, any further debate. seeing none. secretary, please call the roll. harlow i alvarado. gill. aye archuleta i ashby i atkins i becker. aye.","03:22:39.580","03:22:44.085",64
"257","gender identity","Floor","2024","protect women in these prisons, we need to make sure that that all women are protected. in 2021, the department of corrections and rehabilitation was required during their intake to ask their gender identity for inmates, and they allowed them to change them fluently, fluidly. i guess cdcr is also","01:56:53.005","01:56:55.007",64
"258","transgender","Floor","2024","are transgender, regardless of gender. if you could stick to the merit of the bill, please. absolutely, ma'am. i am protecting women and postpartum issues, so we have an issue in chowchilla, and i'll just be brief, and i'd like to read a letter if i could, from a prison inmate in chowchilla. so this","01:57:10.656","01:57:12.325",64
"259","gender identity","Floor","2024","data regarding sexual orientation, gender identity. amendments in the assembly were largely technical. i respectfully ask for an aye vote. any further discussion or debate on this item, hearing and seeing none. you may call the roll and file item 62. allen i alvarado. gilman nø archuleta i,","00:53:46.957","00:53:52.295",64
