start	end	text
6106740	6115860	this is session number four for me and in those four sessions routine it is not thank you
6116500	6123620	does any other member wish to speak the amendment i uh of the chair recognizes represent Vaughn
6126660	6132980	thank you mr chair just to summarize um if this passes um and this is litigated
6134260	6139060	which it will be because it's unconstitutional let this be proof that the proponents of this bill
6139060	6144980	know that it's unconstitutional too does any any other member wish to speak to the amendment
6145060	6147300	the chair recognizes represent but or a paisa
6152180	6158020	thank you um mr chair um with the bringer of the amendment stand for a question please
6164100	6170100	yes ma'am thank you um so my question is with the severability does this um preclude any claims
6170500	6176180	against the state is this preclude any claims against the state correct like does it take that
6176180	6181620	option out of people's hands who potentially may have to go and either change their driver's
6181620	6186980	license or be put out or anything along those lines doesn't prevent anybody from bringing a claim
6186980	6192100	you know if they think that's a valid claim okay perfect thank you so much thank you for
6192100	6196980	answering my question i greatly appreciate that i would like to remind all those who are listening
6196980	6202900	and viewing this um i understand there will most likely be um litigation brought for this
6202900	6209620	um particular bill in addition to that please be sure and uh aware make yourself aware of how
6209620	6215860	to bring a claim against the state thank you does any other member wish to speak the amendment
6215860	6217780	seeing none represent if you may close
6218660	6232420	mmm thank you mr chair yeah just for the record um i think there's been several suggestions from
6232420	6238180	some of the the speakers to the amendment that this suggests that i have some issue i have some
6238180	6245220	questions about this constitutionality and i just and i that i have some issues suggested that i
6245300	6250500	have some issues about its constitutionality and i emphatically say that's not the case
6251780	6259380	this is simply a recognition that as i said there are parties and opposed to this that are
6259380	6266260	very litigious and they're very likely to bring litigation and i think it's good that if only one
6266260	6273860	portion of the bill is deemed to be invalid or unconstitutional that the rest of the bill
6273860	6280260	survive and therefore i close you've heard the motion by representative lewis to amend all those
6280260	6290100	in favor signify by saying aye all opposed nay guys appear to have it the vision has been called
6290100	6304740	the kirk will open the role and you may vote
6305540	6318020	so every member has every member had the opportunity to vote the kirk will close the role
6320900	6328260	85 having voted yay and 33 voting nay the motion is adopted representative for still years
6335220	6337220	you
6340740	6345940	does any other member wish to speak to the bill the chair recognizes representative martinez
6365460	6382420	thank you body thank you mr. speaker i have an amendment
6383220	6390980	the amendment appears short the clerk will read
6393780	6400260	i move to amend house substitute for sp244 on page one by striking all in lines 18 through 36
6400260	6405780	by striking all on pages two and three on page four by striking all in lines one through 37
6405780	6411060	in line 38 by striking new and by renumbering sections accordingly on page one in the title
6411060	6416100	in line one by striking all after the semicolon by striking all in lines two through five
6416100	6421220	in line six by striking all before amending representative do you wish to explain your
6421220	6423620	amendment yes i do thank you
6427620	6431780	this amendment simply removes the bathroom language from house sub
6432740	6442020	sp244 to return the original bill which is defining the term gender to mean biological sex
6442020	6447700	at birth for purposes of statutory construction direct directing the division of motor vehicles
6448420	6454500	to invalidate and reissue driver's license to correct the gender identification on such
6454500	6460020	licenses and directing the office of vital statistics to invalidate and reissue birth certificates
6462100	6467460	the bathroom language expands the bill into public schools and other government facilities
6468020	6474500	where children use bathrooms with and without parents raising enforcement and liability
6474500	6479860	concerns buildings where this would apply would be public schools military buildings
6479860	6486420	museums court houses just to name a few and it is unclear to me if the bathroom language
6486420	6493060	is for clarity or safety but in reality it creates new risks especially for young children who do
6493060	6499860	not yet have a developmental ability to understand complex issues of identity science education
6499860	6505140	and common sense i'll tell us the same things that children's brains are still developing well
6505140	6511700	into their teenagers teenage years and beyond from a very young age we teach our children
6511700	6516980	about personal safety we teach them about boundaries about trusted spaces and about
6516980	6524100	listening to their instincts one of those trusted spaces are bathrooms when a man
6526660	6536180	a person who appears to be a man walks into a girl's bathroom and a young lady sees this she's
6536180	6541300	scared because she's been taught that that's a protected space that's a safe space and boys
6541300	6549540	aren't allowed in girls restrooms so what does that do that creates a situation where we have to
6549540	6554980	have a conversation that we may not be ready for and they probably if they're young enough
6554980	6564900	they're definitely not ready for so introducing these rigid rules into an environment of a child
6564900	6571220	a child cannot comprehend without context explanation or a choice can cause confusion fear
6571860	6580180	anxiety and even trauma even when no harm is intended this is the same reasoning many states
6580180	6585940	use when restricting children's access to certain online content or social media when kids are not
6585940	6591460	developmentally equipment equipped to process something it is our responsibility to proceed with
6591460	6597700	care not forced situations that they are not prepared to navigate striking this language
6597700	6603380	does not diminish safety in fact it strengthens it because this provision does nothing to stop
6603380	6610660	bad actors someone with malicious intent will not be deterred by a sign on a door or a line in
6610660	6618100	statute and last I checked it does not require a driver's license to enter a bathroom allowing
6618100	6623780	the bathroom language to be part of the original bill offers a false sense of security while
6623780	6628820	creating confusion in enforcement and placing parents and children and even building staff
6629460	6638100	in potentially impossible situations safety is about behavior not identity privacy should
6638100	6644660	protect everyone not create new vulnerabilities and not create situations where we have to have
6644660	6650820	conversations that our children aren't ready for we are at a time where whether we want to or
6650820	6659060	not whether we agree or not the truth is that America has grown and evolved our nation has
6659060	6665860	expanded we exist in many cultures ethnicities family structures and ways of being that diversity
6665860	6672180	is not a threat it is a reality of who we are our laws should reflect that complexity with care
6672180	6678180	humility and restraint especially when children are involved we can protect kids without
6678180	6684100	legislating fear we can respect privacy without inserting government into deeply personal spaces
6684820	6691620	striking this language keeps the bill focused on its original intent avoids unintended harm and
6691620	6699140	respects both families and children for those reasons I urge the body to support this amendment
6699140	6705940	to strike the bathroom provisions thank you mr. speaker does any member wish to speak to the
6705940	6719460	amendment the chair recognizes representative humphries thank you mr. chair i would ask the
6719460	6728020	body to vote against this this section is necessary in this bill why because women and girls should
6728020	6735700	not compromise their privacy safety and dignity in the most intimate spaces to accommodate men
6738340	6745940	because girls deserve to go to school and get their education without sacrificing their safety
6745940	6753220	and their well-being and the third reason we need this section is with because without it we have
6753220	6761860	no regulation in this state who may use which of the private spaces this is an integral part
6761860	6766180	of the bill and we need to keep it in so i would ask that you vote against the amendment
6769220	6774020	does any other member wish to speak the amendment seeing none represent martina as you may close
6774820	6776820	the amendment.
6781780	6788100	Once again safety is important for our kids that's why we need to maintain
6789700	6798580	safety i close close my and then my movement my thank you i close my amendment
6799380	6805140	you've heard the motion by representative martina's to amend all those in favor signify by saying aye
6807380	6814580	all opposed nay nays appear to have it division has been called the clerk will open the roll and
6814580	6824100	you may vote seeing ten hands a roll call is in order seeing fifteen hands a roll call is in order
6824100	6828260	sorry
6854100	6861100	As every member had the opportunity to vote, the role is still open, representative.
6861100	6878100	As every member had the opportunity to vote, 34 having voted, the clerk will close the role and take the tally.
6879100	6883100	34 having voted in paper, 83 against the motion fails.
6883100	6888100	Represent Martinez, you still have the floor. You wish to speak.
6888100	6907100	Okay.
6908100	6910100	I close.
6910100	6912100	Right. I what?
6912100	6915100	Do you wish to say anything else about the underlying bill?
6915100	6919100	No, I don't. Okay. Thank you. Thank you.
6919100	6924100	Does anybody else wish to speak to the bill? Chair recognizes representative Vaughn.
6924100	6935100	The second time. No.
6936100	6956100	For the first time. Sorry.
6956100	6973100	Thank you, Mr. Chair.
6973100	6985100	I also want to start out by going back to process. As you heard when we worked this bill in committee, we had no idea that the bathroom bill balloon amendment was going to be brought.
6985100	6988100	It never had a public hearing.
6988100	6995100	We hardly had any time to read or analyze how it impacted the bill.
6995100	7003100	But most importantly, a question was never answered. And that question is, how is this possibly germane to the underlying bill?
7004100	7012100	When I asked that question in committee, the chair graphs for a response and I supplied the answer.
7012100	7018100	And that answer is that these are connected because they both discriminate against trans people.
7018100	7024100	They are both based on ignorance, fear, mongering and misinformation.
7024100	7036100	There is no actual problem that these bills solve. There is no existing harm that needs to be addressed.
7036100	7043100	And I'm going to give some examples of that, some of which have already been mentioned.
7043100	7059100	As was outlined with the court of appeals case, there is absolutely no evidence of any harm whatsoever that was provided to prove that allowing someone to change the gender marker on their driver's license or birth certificate.
7059100	7069100	In any way, impacts the ability of law enforcement to do their job or people to interact with government.
7069100	7074100	And this is a quote from the court of appeals decision.
7075100	7087100	They found that no one was able to bring forward any instance of any feared harm of misidentification of criminals in the last 16 years or even the potential that it could be a problem.
7087100	7091100	Instead, the evidence was overwhelming that there was no harm.
7091100	7104100	So in the 16 years that gender marker changes have been allowed, no harm has ever been identified by a law enforcement officer or anyone in the state that allowing gender marker changes has caused.
7104100	7114100	And I also want to highlight testimony that was provided by a Johnson County lieutenant from the Johnson County Sheriff's Office as part of this Court of Appeals decision.
7114100	7129100	He testified that in his 23 years of employment, he had not been made aware of any officer that had a problem with transgender person and their driver's license ever in his 23 years of working in the Johnson County Sheriff's Office.
7129100	7143100	This has been happening for at least 16 years, if not longer, and there are have been no issues identified with allowing people to change their gender markers on their driver's license and birth certificates.
7143100	7156100	In regards to the bathroom bill portion of this massive bill, I also want to highlight that research shows there is no link between trans inclusive bathrooms and crimes in bathrooms or locker rooms.
7156100	7163100	In fact, non discrimination laws protecting transgender people in these kinds of facilities have been around for a very long time.
7164100	7167100	In fact, since the Civil Rights Act of 1964.
7167100	7173100	And in that time, there has been no increase in public safety incidents in restrooms or locker rooms.
7173100	7176100	There is no problem. There's nothing that needs to be solved.
7177100	7193100	But what these bills do is cause real harm to transgender intersects and gender diverse people.
7193100	7208100	The ignorance misinformation and disinformation underlying the bill feed into hateful stereotypes that create real violence with showing your ID, for example, it should not be a dangerous act, but this bill would make it so.
7208100	7213100	It will force trans people to out themselves in multiple aspects of public life.
7213100	7220100	They already face extensive discrimination and hate based violence, just for being themselves.
7220100	7230100	If you think about the instances in which you need a legal document, a public ID, you need them to vote to get a job to go to school, even to get a library card.
7230100	7240100	In laws that put transgender people at a more risk of hate based violence for engaging in everyday actions like this would because we would be outing them in these various aspects of public life.
7240100	7247100	It means that transgender canons could miss out on those important parts of their life in order to protect their personal safety.
7247100	7262100	Bills like this literally intimidate trans people out of living their full lives because they are afraid of the danger in the violence that could potentially befall them.
7262100	7268100	In regards to the bathroom provision of this bill.
7268100	7279100	Studies have found that discriminatory bathroom and locker room policies are associated with higher rates of violence and assault towards trans people, not other people using the bathroom.
7279100	7283100	This is what creates violence for trans people in those public spaces.
7292100	7303100	There is no problem that this bill solves, but there is harm that it will cause.
7303100	7312100	Trans people just want to be left alone.
7312100	7314100	They just want to live their lives.
7314100	7318100	They want to live their lives free from government interference.
7318100	7325100	They want to have an ID that reflects their gender, their presentation.
7325100	7331100	As we heard in committee, they want an identification that is an artifact of their expression.
7331100	7334100	And you are taking that away with this bill.
7334100	7342100	Trans people just want to pee in peace like the rest of us.
7342100	7361100	And with this bill, you are taking the ability of them to do that away.
7361100	7370100	So, I want to highlight one additional thing here.
7370100	7381100	I apologize, we did not have a ton of time to get ready, so I am organizing my thoughts as I am speaking.
7381100	7392100	The other side of this, it is not just discrimination in public spaces, it's not just discrimination of allowing people to have driver's licenses that reflect their gender identities.
7392100	7404100	I don't know how closely you have read the bathroom bill, but it is also taking away spaces that are actively created to be inclusive for transgender diverse and intersex people.
7404100	7417100	So in the bathroom bill portion of this bill, it is making it so that gender neutral multi occupancy spaces are illegal.
7417100	7432100	So bathrooms that are gender neutral that have multiple stalls changing rooms that are designed to be gender neutral spaces that are intended to be gender gender neutral other than a single occupancy stall are illegal under this bill.
7432100	7436100	Kansas City International Airport bathrooms would be illegal.
7436100	7441100	The bathrooms at my favorite local brewery would be illegal.
7441100	7452100	The bathrooms that I know are in some of our local K through 12 schools to support and be inclusive that have multiple gender neutral stalls will be illegal.
7452100	7461100	And that is cruel. It is not just discrimination. This bill takes away spaces that are actively created to be inclusive for people who are gender diverse.
7461100	7476100	And I think it is important to talk about that.
7477100	7482100	This bill does allow for single occupancy gender neutral spaces. It does not require them.
7482100	7491100	And I think if we're going to take the ability away for trans people to use the bathroom and public spaces that that should be required. So I have an amendment.
7507100	7514100	The amendment appears short. The clerk will read.
7514100	7524100	I move to amend House substitute for SB 244 on page two in line 16 after the period by inserting the governing body or the chief administrative officer.
7525100	7539100	If no governing body exists of each public building shall establish a single occupancy restroom is described in subsection a 7 a on each floor of such public building, including any structure owned by such governmental entity that contains a restroom.
7539100	7547100	In line 22 by striking a and inserting additional also in line 22 by striking space and inserting spaces.
7547100	7551100	Representative, do you wish to explain your amendment?
7552100	7560100	Yes, thank you, Mr. Chair. So this amendment essentially does what I described. It is specific to restrooms. But.
7560100	7573100	If this were to go into the bill, then it would require that every public building shall establish a single occupancy gender neutral restroom on each floor of the public building so that.
7574100	7587100	People regardless of their gender identity sexual orientation or for any other reason people who may want to use a single occupancy bathroom will have access to one on every single floor of a public building.
7587100	7600100	And with that, I stand for questions.
7600100	7604100	Does anybody wish to speak to the amendment?
7604100	7608100	The chair recognizes representative Humphreys.
7609100	7617100	Could I ask a quick question of the bringer of the amendment?
7617100	7621100	Did you get a fiscal note for this amendment?
7621100	7626100	Is there a fiscal note for the underlying bill? Is that a no?
7626100	7630100	That was a question. Okay. Thank you.
7631100	7639100	Body, what I would like to point out is this amendment requires construction and building.
7639100	7653100	The fiscal note would be, I mean, I don't even know what this will do, but it requires Kansas or sorry, government buildings to build or provide single space restrooms.
7654100	7661100	The other thing is, there's no enforcement in this amendment.
7661100	7676100	So how would that work? What would happen there? So, of course, I'm asking you to vote this amendment down because I also want to point out the underlying bill, there is no requirement that anyone build anything.
7677100	7692100	There's not really, I mean, think about it, what might the fiscal note be changing the labels on doors, maybe, but the amendment would certainly bring a fiscal burden to the municipality.
7692100	7696100	So I ask you to vote no.
7696100	7706100	And then the other member wish to speak to the amendment. The chair recognizes representative Haskins.
7706100	7713100	Just checking in on you gave you that option a while back. Here I am again.
7713100	7721100	One more chance got the amendment. Now, I do find it interesting that fiscal note is now really important.
7721100	7728100	And that's a question here and that we can laugh at that because it's really not that funny that we don't know how things are going to cost.
7728100	7737100	So, but because we don't have a fiscal note for the first one, the argument that we should have a fiscal note for this has already been negated because we don't think it's important.
7737100	7751100	I want you to also listen to what the amendment is asking. The amendment is actually asking for us to be able to have the quality of life that all Kansans deserve and that they should be able to have.
7751100	7760100	Now, the whole signage thing or how much it's going to cost. Are you kidding me? The bill itself can't even justify how much it's going to cost.
7760100	7766100	How are we going to enforce it? Well, I guarantee you will probably have some vigilantes in the restrooms.
7766100	7772100	So, how are we going to force it? That doesn't seem to be a unique argument against it.
7772100	7779100	Folks, let's do what's right for Kansas. Let's support the amendment and let's move on. Thank you, Mr. Chair.
7780100	7786100	Does any other member wish to speak to the amendment? The Chair recognizes Representative Ballard.
7793100	7797100	Thank you very much.
7797100	7805100	Boy, I said there a long time. My father, this one, I have to say.
7805100	7812100	We all have to go to the bathroom. Some of us wait a long time and we're running to get there.
7812100	7828100	If you're going to limit the bathrooms, you got to at least provide one. I mean, that's just not just human. That's a necessary needed place.
7829100	7837100	We laugh and it's kind of funny, except it's not really. If you've had to go to the bathroom in a hurry and you don't have a place to go, you panic.
7837100	7842100	So, I don't understand why this should be a problem.
7842100	7847100	You know, and when I'm at it, appropriations, we're cutting.
7847100	7854100	We have to find so much money to cut, but yet we're spending money and no one is really addressing that.
7855100	7864100	And all my years of walking on doors and I have not on a few hundred doors. No one has ever asked me about bathrooms.
7864100	7869100	They've asked me about a lot of other things, but not about bathrooms.
7869100	7875100	I've been offered, if I've been out there a long time, would I like to come inside and go to the bathroom?
7875100	7879100	And a couple of times I said, yes, thank you very much.
7880100	7886100	But you know, I'm making light of it, but boy, I tell you, my blood pressure is up.
7886100	7892100	So, I would look at this in terms of bathroom choices over the years. I have addressed those many times.
7892100	7901100	I cannot and I will not support any discrimination against another human being.
7902100	7909100	Anyway, shape or form. And for those of you that know me, you know, I stay true to that.
7909100	7914100	I would protect any of you if anybody was discriminating against you.
7914100	7921100	But when we get down to bathrooms, that even should not be an issue.
7921100	7928100	So, I would simply say to you, if this was really a big issue,
7928100	7933100	I would have allowed people in Kansas to weigh in on it.
7933100	7935100	And all the years they've never mentioned it.
7935100	7938100	Representative, could you please stay on the motion to amend, please?
7938100	7943100	Yes, thank you. Thank you for keeping me on track because I was really getting upset.
7943100	7950100	But I would really say to you, bathrooms seriously,
7950100	7955100	if you're going to take it away from them on one place,
7955100	7960100	do the right thing and allow one to be someplace else.
7960100	7966100	For that reason, I support this amendment because it's the human thing to do,
7966100	7969100	but it's also the legal thing to do.
7969100	7974100	And you think of yourself when you have to go, you have to go.
7974100	7977100	Thank you very much, Mr. Chair.
7977100	7980100	Does any other member wish to speak to the amendment?
7980100	7983100	Seeing none, Representative, you may close on your amendment.
7985100	7987100	Thank you, Mr. Chair.
7987100	7993100	Practically speaking, single occupancy bathrooms are often unavailable, inconvenient,
7993100	7996100	or inaccessible.
7996100	8001100	And as a government, if this legislature is going to force transgender people
8001100	8004100	to use private bathrooms simply because they're trans,
8004100	8011100	we sure as heck better have one available on every single floor of every single government building.
8012100	8014100	And that is why I brought this amendment.
8014100	8016100	So I move my amendment.
8016100	8019100	You've heard the motion by Representative on to amend all those in favor,
8019100	8023100	signified by saying aye.
8023100	8026100	All opposed, nay.
8026100	8028100	Nose appear to have it.
8028100	8029100	Division has been called.
8029100	8038100	The clerk will open the roll and you may vote.
8038100	8045100	Not seeing 15 hands, roll call is not in order.
8045100	8048100	Seeing 15 hands, a roll call is now in order.
8069100	8074100	Is every member have the opportunity to vote?
8074100	8078100	The clerk will close the roll and take the tally.
8078100	8086100	Does any member wish to change their vote?
8086100	8091100	Representative Schlingen-Sleepen votes aye.
8092100	8097100	Any other?
8097100	8104100	Representative Anderson votes no.
8104100	8108100	Representative Van Houden votes no.
8108100	8113100	And Representative Kessler votes no.
8113100	8118100	Representative Essex votes no.
8118100	8124100	Any other changes of vote?
8124100	8130100	Seeing none, the clerk will close the roll and take the tally.
8130100	8134100	36 having voted in favor and 85 against the motion fails.
8134100	8140100	Representative Vaughn used to have the floor.
8140100	8141100	Thank you, Mr. Chair.
8141100	8147100	I think the failure of that amendment proves what this bill is really about.
8148100	8150100	It's not about clarifying anything.
8150100	8157100	It's not about statutory alignment or whatever.
8157100	8160100	This is about discriminating against trans people.
8160100	8165100	This is about making it impossible for them to use public spaces.
8165100	8170100	And if we can't even make a simple accommodation, like ensuring there's a bathroom that they
8170100	8176100	could use on every single floor of a government building, I think that proves my point.
8176100	8182100	The reality is that trans people are significantly more likely to be victims of violent crime
8182100	8188100	than the rest of the population over four times more likely per recent research.
8188100	8191100	They are the ones who will be harmed by this policy.
8191100	8199100	They are the ones who are harmed by the policies that this legislature keeps passing to take away their rights.
8199100	8203100	And I just want to highlight that because here we are again.
8204100	8209100	First, this legislature took away trans kids' ability to play sports.
8209100	8212100	Then it took away their ability to access health care.
8212100	8220100	Now you are taking away trans-cansons' abilities to be in and use public spaces.
8220100	8225100	You are taking away their identities, their identities on their driver's license and their birth certificate.
8225100	8229100	And most importantly and most shamefully, you are taking away their voice.
8229100	8235100	You are taking away their ability to voice opposition on this bill and how terrible it is.
8235100	8239100	And to that I say shame on you.
8239100	8241100	Does any other member wish to speak to the bill?
8241100	8256100	The chair recognizes Representative McDonald.
8256100	8258100	Thank you Mr. Chair.
8258100	8264100	I really appreciate the opportunity to get up and visit with you all a little bit more about this bill.
8264100	8271100	In legislative modernization committee this morning we had a really good conversation about testimony.
8271100	8280100	How we involve the public in being able to weigh in and make informed decisions to inform our decisions.
8280100	8289100	We talked about ways that we get in the way of the public being able to testify in a convenient and understandable way.
8289100	8293100	We talked about ways we could be more transparent.
8293100	8299100	We talked about ways we inadvertently keep them out of the loop.
8299100	8304100	We talked about ways that we could make things better here.
8304100	8308100	And this my friends is not the way we do it.
8308100	8311100	Again we are rushing through.
8311100	8315100	We could have taken the time that this sort of debate deserves.
8315100	8320100	And I would argue we're going to take the time today whether we all like it or not.
8320100	8326100	But in committee we could have really taken the time to sit down to listen to each other for understanding.
8326100	8328100	Not for rebuttal.
8328100	8334100	Not to score campaign points or get big donors to give us some attention.
8334100	8338100	Not because we have a convention coming up this weekend and we need something to talk about.
8338100	8340100	We need to come with a win.
8340100	8351100	But really because we want to sit down with each other in a spirit of cooperation finding real solutions to problems that real Kansans are facing.
8351100	8359100	I read somewhere that this driver's license drama really only impacts about 500 Kansans.
8359100	8369100	I started to think a little bit about how much time and money we've spent on this topic in this building over the last few years.
8369100	8378100	My friend from Olathe mentioned earlier that this has been really argued years and years before.
8378100	8383100	And I kind of find that a little insulting because not all of us were here years before.
8383100	8390100	The conversations about bathroom bills and sports and even healthcare decisions.
8390100	8400100	Those things deserve a real conversation with the people here today who will be making these decisions.
8400100	8406100	Now while some of you have been here a long time, I really do appreciate that institutional knowledge that you bring.
8406100	8412100	But when you dismiss those of us who have not been here very long, when you roll your eyes and say
8412100	8415100	we already hashed this out years ago.
8415100	8418100	This is old news.
8418100	8420100	Times change.
8420100	8422100	Clearly people change.
8422100	8427100	People come in and out of this building and there have been many people sitting in your chair before you.
8427100	8431100	And there will be many people God willing sitting in your chair after you leave.
8431100	8439100	The decisions we make here, the processes we make, we put into place, they're important.
8439100	8443100	And cutting the public out in the way that you have here today.
8443100	8447100	I would argue it's really unethical and unprofessional.
8447100	8449100	Reeks of a lack of transparency.
8449100	8454100	Seems to me kind of desperate.
8454100	8460100	When you feel like you can't let the public weigh in and you just need to shove it through.
8460100	8467100	I realize we're going to have a blue wave this year and I can understand why some of you might want to double down
8467100	8471100	and triple down on past campaign promises.
8471100	8478100	This may seem like a Hail Mary to get you a little bit more momentum going into campaign season.
8478100	8487100	But recycling this feeds division, fear, polarization.
8487100	8494100	When we could be seriously coming together and solving some real problems for real Kansans.
8495100	8500100	When I knock doors in really nice neighborhoods, I have people confiding in me.
8500100	8503100	I cannot afford my kids soccer this year.
8503100	8506100	My parents just moved back in with me.
8506100	8509100	I can't afford to put them in a nursing home.
8509100	8512100	I can't afford the care they need each day while I'm at work.
8512100	8518100	My wife can't work because we've got to pay for child care and she doesn't make enough to cover child care.
8519100	8526100	These are real issues that we could be focusing on because we have been given that power by the people who sent us here.
8526100	8532100	Yet today we're banging the same old drum.
8532100	8540100	We say with one out of one side of our mouth, we care about financial decisions that we make for taxpayers with their money.
8540100	8546100	Yet we can shove something like this through without a fiscal note.
8546100	8552100	The carry of the bill mentioned something about how there's no infrastructure that has to be changed.
8552100	8554100	That's not the way I read it.
8554100	8558100	And when I've talked to attorneys in my caucus, that's most certainly not the way they read it.
8558100	8565100	If you intended to not have to do any construction, why was that not written into this bill?
8565100	8570100	Why are you all not bringing an amendment to say no construction necessary?
8571100	8578100	If it's as simple as sticking a piece of paper on a door on a government building, policies can do that.
8578100	8583100	Do we really need a statute to do that? We do not.
8583100	8587100	And by the way, why can't we pass clean bills in this building?
8587100	8597100	There is no need for us to be bundling some driver's license law because Chris Cobuck has batted his job into some rehashing of a bathroom bill.
8598100	8606100	I don't really understand why we need to be putting two divisive issues in one bundle without giving the public a proper chance to vet it,
8606100	8611100	shoving it through so that in a month's time, there's so much ambiguity here.
8611100	8618100	How are jurisdictions going to figure out exactly what you mean other than through a lawsuit?
8618100	8624100	In Olayza School District, you know how many buildings the school district owns?
8624100	8627100	58 buildings in my Olayza School District.
8627100	8631100	I also represent Blue Valley School District. Do you know how many buildings they own?
8631100	8634100	39 buildings.
8634100	8639100	Maybe some of you represent Shawnee Mission School District, 51 buildings.
8639100	8644100	The Soto School District, 14 buildings and growing, by the way.
8644100	8648100	Gardner, 11 school buildings, Spring Hill, 13 school buildings.
8648100	8652100	That's just some of the districts in Johnson County.
8652100	8658100	Now, I know that a lot of you feel like in Johnson County, we live in the land of plenty where money is, you know, no big deal,
8658100	8663100	but that's not our reality in our school districts.
8663100	8668100	We have to pass bonds to build new buildings.
8668100	8672100	When we build new buildings, we try to do so with the latest infrastructure in mind.
8672100	8678100	We try to make sure that we're using the best practices, like at the Kansas City International Airport,
8678100	8687100	where they have one bank of bathrooms, private stalls, but it's coed, because it doesn't matter when you shut the door.
8687100	8693100	Nobody needs to be in your pants or in your business of what's in your pants.
8693100	8701100	Now, my friend from Manhattan, she mentioned earlier that we want to make sure and do no harm.
8701100	8708100	She said that this bill is important because of safety, that we owe everyone dignity.
8708100	8715100	Emotional security is really important, that restrooms are not political spaces.
8715100	8717100	They're private spaces.
8717100	8720100	And for those of you who aren't listening, let me repeat myself.
8720100	8725100	My friend from Manhattan said, we should do no harm.
8725100	8727100	Safety is important.
8727100	8728100	Dignity.
8728100	8730100	Emotional security.
8730100	8734100	Restrooms are not political spaces.
8734100	8739100	They are private spaces.
8739100	8743100	They're private for all of us.
8743100	8751100	It is hard enough for transgender teenage girls to face extra stigma.
8751100	8760100	My friend from Manhattan is a nurse, a school nurse, and she has talked about how she has helped young women going through their first mental cycles.
8760100	8761100	Imagine this.
8761100	8766100	We have denied hormone blockers for children who are struggling with their gender identity.
8766100	8775100	So not only are they struggling with normal puberty, they aren't even able to delay puberty long enough to figure out what's happening with their bodies.
8775100	8777100	We've denied them health care.
8777100	8789100	We're putting them through more trauma, hurting their dignity, refusing to give them a private space to just go to the bathroom.
8789100	8798100	Imagine your body revolting and menstruating when you feel like that is a foreign thing when you don't feel like you fit in your body.
8798100	8804100	And we as adults are coming in, traumatizing these children further.
8804100	8810100	Disregarding their safety, their dignity, their emotional security.
8810100	8813100	We are doing them harm.
8813100	8819100	Again, like my friend from Manhattan said, restrooms are not political spaces.
8819100	8823100	They are private spaces.
8823100	8832100	Other friends have already mentioned the increased prevalence of assaults on transgender individuals.
8832100	8841100	And I remember someone early in this conversation mentioned trauma that women go through when women are attacked.
8841100	8847100	Imagine being attacked in a sexual way.
8847100	8850100	Whether you're transgender or not, it's trauma.
8850100	8860100	And when you put trans people in a space where they stand out, they're inviting, it is inviting, abuse and trauma.
8860100	8866100	Now let's talk a little bit about education. Can we do that?
8866100	8875100	I'll wait.
8875100	8877100	Seems like private conversations are...
8877100	8878100	Representative, please continue.
8878100	8882100	I'd love for people to hear my voice.
8882100	8888100	My friends in the education community, we all want our kids to get a good education, correct?
8888100	8892100	We talk a lot about dollars need to go to the classroom, right?
8892100	8894100	That's what I hear all the time.
8894100	8905100	Why are we spending money renovating bathrooms in school districts and school buildings to solve a problem that does not really exist?
8905100	8913100	I have a son who has long hair and he made a decision when he was about seven years old, but he was going to have long hair.
8913100	8915100	And I thought, you know what, he's seven.
8915100	8920100	Let's let him grow his hair out while he's young, and then when he's a grown up, I can have him be a clean-cut guy.
8920100	8925100	It just didn't work out that way. That long hair has become part of his identity.
8925100	8929100	But he has the misfortune of looking exactly like me.
8929100	8937100	And before he could grow a full beard of facial hair, very, very often, when we would go out to dinner, he would be misgendered.
8937100	8941100	People would say, what can I get you ladies to drink? What can I get you ladies to eat?
8941100	8946100	And he didn't worry much about it because he could see how someone might misinterpret his gender.
8946100	8951100	But as a seven-year-old, an eight-year-old, a ten-year-old, he didn't really think much about it.
8951100	8959100	My worry as a mom, when you all started passing these bills about bathrooms, is that my son would go into the bathroom,
8959100	8964100	and a grown man would say, what are you doing in here, little girl?
8964100	8971100	It proved to me that you're a boy. What is the fixation with what's in people's pants?
8971100	8977100	It is creepy that people focus so much on what is in children's pants.
8977100	8987100	Embarrassing. It's an insult to this room. It's an insult to this body.
8987100	8993100	I'd like to go back for a minute to my concern about construction.
8993100	9001100	There is no fiscal note, and there is no allotment of money that's been given to this effort.
9001100	9008100	And although I know that the carrier of the bill continues to say there will be no construction involved,
9008100	9014100	forgive me, but I just don't see how that's possible, so I have an amendment.
9023100	9030100	The amendment appears short. The clerk will read.
9030100	9037100	I move to a Menhouse substitute for SB244 on page two, following line 22 by inserting three.
9037100	9042100	A governmental entity shall have four years from the effective date of this act to complete any remodeling
9042100	9049100	or reconstruction of any public building owned by such governmental entity that is necessary to comply with the provisions of the subsection.
9049100	9058100	Government entities shall not be in violation of this section with respect to any such public building during such four year period.
9058100	9063100	Representative, do you wish to explain your amendment? Yes, sir. I think I do.
9063100	9070100	So my stepdad was in construction, and I know that nothing in construction happens overnight,
9070100	9076100	and it's become pretty clear that whatever we do today, it's going to be enacted in about a month.
9076100	9082100	I don't know if you guys have had any construction done lightly, but it's very hard to get anybody to even come give a bid,
